10000 3
5647 3056 -7303 
-7906 -6902 6998 
1867 4107 -6480 
-7964 1043 3922 
-5202 9215 -1840 
-9242 -8777 9632 
-7226 2100 -8543 
-8481 3103 -7416 
8311 -5391 8228 
-5417 -6834 -2632 
-5249 -1293 -9568 
7443 -9398 9578 
4065 4033 3498 
-5947 -7975 8855 
3113 -7437 9206 
1759 -5340 -6178 
4196 -4954 -3753 
6202 -3889 -7549 
7402 8525 -4482 
402 -6907 -4518 
5674 -2321 1951 
-6235 9510 5175 
-9677 7134 -8071 
-7851 2751 -9036 
9819 5498 -888 
7801 -4375 -6618 
4016 9270 7205 
3231 -3627 -3280 
3592 5609 -4188 
90 -1627 902 
-9981 -453 -479 
7145 -5337 2940 
-1468 8872 -3227 
1142 -1997 5872 
5046 -3085 -9494 
3373 8437 -3016 
-5244 5988 5095 
3488 421 -3999 
-1653 -8415 3177 
-342 8633 -7931 
5664 -9873 8669 
5979 9348 -5047 
4310 2337 -9798 
8055 2211 -8773 
4108 -9797 6780 
-1179 -2033 1104 
-7057 -5259 7093 
-1067 1741 -5282 
5561 -2792 -9866 
2526 -9604 3891 
2482 -8150 6102 
-6503 -1087 -1464 
4469 5474 1604 
-990 -83 -4581 
6054 -4842 -5159 
1011 4859 5409 
-1176 -9185 9518 
7720 -1616 677 
5 -6213 -3756 
-5554 -6448 -4157 
-8173 215 -5525 
9019 3311 73 
517 2752 2833 
4965 7797 -2972 
7672 5459 7136 
2532 5348 3020 
-2055 -5563 5310 
9276 -9426 -3468 
9737 -7316 -1956 
-456 -5798 -9276 
-741 8846 2403 
-3201 -5516 -9254 
4536 3815 -6676 
5630 8955 5707 
7503 -9500 1054 
4118 5427 -2088 
-4455 6564 5590 
9494 192 -7236 
9222 6765 -5844 
2662 -9073 4191 
-4575 -5621 7154 
-2405 7686 8059 
833 -7310 -4795 
-4915 -6508 5341 
9840 -8965 4718 
6810 7378 -5428 
-1284 -2505 -8253 
6560 5045 3511 
2817 -3007 3941 
-4721 -5490 -6416 
6469 2811 -7912 
576 6419 -8782 
6734 -4264 9050 
4516 -8338 -4452 
2983 8306 -1682 
-4549 3033 8798 
1753 2999 -7020 
7078 -9639 -180 
4476 -2342 -6431 
3644 -1804 2168 
756 3531 5831 
6676 -4000 8865 
-9641 6077 9768 
-7155 4709 6001 
-5154 -3414 -7051 
-9072 -5590 3480 
-2316 -7189 5503 
4064 5088 4165 
6312 -7521 650 
-7872 3162 -2574 
4812 -2945 -9301 
-8654 9210 197 
9872 4791 -9049 
4355 -2288 7288 
8811 -4671 -5717 
-9885 -5039 -9799 
916 9475 7559 
-5130 -6946 2583 
-335 907 8001 
-4087 9591 -5178 
4477 7262 -5263 
1654 2785 -6964 
-2190 6382 -3596 
6852 -5532 -1031 
-3512 -2315 -9447 
-672 -9565 -1148 
4108 -8765 -2955 
-2579 -7530 8945 
9177 1933 -1712 
8929 -1800 -4501 
-5536 5726 -2487 
9351 -8055 -3731 
3281 6766 -4241 
-3203 -9729 -18 
-5356 -3812 -5047 
4141 2310 -9382 
6438 -9615 -5178 
-6182 7687 -9039 
3212 -5204 9226 
2282 -2863 -6387 
5160 4597 -6171 
6107 2822 1554 
6894 -3073 504 
2178 5801 721 
7097 2337 8888 
-6489 -8212 -5005 
-3572 -1797 -1577 
7118 9990 5957 
7399 -66 4975 
5653 5169 -7505 
6921 5745 -7106 
-4168 4867 422 
8528 -5261 -4822 
-2664 751 96 
-6734 1135 2315 
-6192 -2751 4661 
9945 -8162 -4908 
8633 -8835 -8502 
1773 -1840 3256 
-9931 -4985 -8088 
9 -6503 -4011 
-9940 5066 4763 
2736 7442 4119 
1175 5908 4175 
6388 -6012 7386 
8025 -161 -6957 
5140 -3387 4683 
-8584 -5957 4539 
9220 -8541 1285 
2688 3228 -824 
-495 125 -8548 
320 -9447 -7661 
-9660 -9746 9888 
-3365 -5004 4396 
4541 7071 6510 
7519 -1822 -2755 
3178 -4970 -8995 
6592 -1492 7739 
6770 9804 4138 
-8727 3767 -3170 
2441 8295 9745 
-2128 -4801 3213 
5514 1910 -3156 
-8559 9026 -8372 
-2111 -4761 -6346 
-1427 399 -1839 
6258 -9678 -1295 
4124 -4441 -2416 
3621 2299 -3783 
4815 -7117 5022 
-8059 -8283 -58 
-2038 843 197 
2551 4021 -9867 
7124 5070 -8098 
-9814 9874 4209 
8135 -6520 7224 
7268 9680 402 
-2829 -8878 8526 
3000 949 8211 
-2638 -3990 -2919 
3525 -1298 -8112 
-4742 7181 9885 
-1350 1725 -2093 
-407 -5311 -8186 
1442 -400 1125 
7140 8776 8563 
2333 4088 9944 
-7903 -9408 2167 
-5460 3342 8593 
3450 -7283 -2290 
-4340 -26 2244 
-3281 3999 9445 
-8603 3604 969 
7909 -915 7855 
6886 -2042 -8167 
6391 1524 7694 
5197 -2795 -7658 
-3279 -5967 -2637 
5622 9846 -1277 
-3028 4569 8701 
-1345 8349 7494 
-194 2321 -2479 
-8094 7100 -9543 
-4682 3580 5005 
7732 -6023 9741 
-4188 -7593 9359 
415 4217 9623 
-6133 5474 -5250 
-3802 8951 9381 
6325 704 32 
-5789 -4981 7061 
-7125 7728 874 
8136 -8141 6763 
3140 -9707 -3471 
3689 -2364 7966 
5361 4647 -7851 
1282 -9436 -4819 
-8335 -6239 -3706 
5503 -1075 8087 
6520 6022 -8956 
7584 -9508 -1499 
5377 8817 5955 
-2056 9505 2648 
-4841 -8232 5268 
8362 -7865 -5155 
-1115 -766 6987 
9615 -1451 -8422 
-7165 4337 -1978 
6161 -2987 -2233 
9495 -9975 9341 
-121 2523 -6566 
-8899 8966 6717 
3808 3047 4821 
3328 5904 -1961 
253 1951 -1111 
-8119 -5053 -3347 
-9685 -1697 -8754 
5577 -499 -2737 
8629 8248 9289 
-202 4068 160 
5882 415 5561 
-7444 9197 -1847 
-7031 8101 -3336 
1228 5917 7845 
2719 8971 252 
-3762 -2101 368 
6880 8746 -7025 
8197 1366 -7988 
-57 -7654 -9262 
5127 -42 -4701 
3097 3995 5434 
2359 9874 2004 
5296 6078 6083 
-9389 -2976 -5289 
2212 -8193 -8608 
2624 -8313 2493 
-3381 7519 -2518 
-2529 2432 -5893 
-4537 64 4737 
-5163 -1797 3491 
-4324 -7787 -3972 
-2127 3138 3329 
6968 3284 -132 
-7941 -8679 -8199 
991 -7867 -3351 
-33 -9978 -4937 
-893 -5143 -6655 
4356 7421 -8815 
6295 342 -9333 
-2260 1833 5410 
-7886 8901 6386 
4065 -9065 750 
1475 5259 -9630 
1736 9611 -7834 
288 -3102 -7113 
1844 -7133 -2538 
-8512 -2521 -8327 
5051 7066 8480 
-96 -3454 -5365 
-1391 9299 1550 
4382 2803 9006 
-8154 -4617 2618 
6415 2260 -616 
-2445 8684 3327 
-6437 8503 2788 
-9972 -2149 1424 
9933 3817 -7581 
9225 2506 4899 
1936 -5968 50 
-3538 9148 -5287 
-7964 -8617 -5175 
-4192 -5147 -2460 
-8660 -9186 -5397 
9570 -7588 4722 
7518 -1037 -8521 
-8229 9002 9498 
-5675 -8879 9639 
-5819 -1803 3747 
63 -1654 843 
8583 6739 -7503 
4378 6785 8812 
-5704 -3196 5895 
7048 -1386 -5063 
-831 5294 7350 
-8740 9449 7976 
2682 -2050 3317 
-9365 7450 -4791 
-9612 4769 -9993 
-7083 9219 -7624 
-6311 -4840 6309 
5571 5360 3143 
221 6888 5660 
682 -7770 6784 
6209 -9236 -1885 
-1563 5950 -8250 
-2874 -5261 -9619 
-628 8018 2468 
-6823 -5310 3524 
-6922 -2978 2516 
3705 -3545 -8838 
1904 2154 9434 
6653 6701 -5536 
-2481 -4840 -6957 
-9414 5734 -9395 
5133 -2473 3361 
367 4462 2456 
514 -9935 2796 
-3183 -7077 -3709 
402 8396 6787 
-5057 4940 -49 
1396 -9250 4724 
148 5644 3094 
7167 6549 8996 
5948 3276 6565 
6237 -6752 7256 
-7979 3517 9090 
-9504 -6832 -99 
-4307 9724 2164 
4725 -4977 -7546 
-4694 189 5916 
5551 9544 4127 
1824 -4613 -7365 
9553 8189 245 
9188 -3928 -1738 
-5696 8523 350 
588 -8744 2700 
-3615 733 8053 
8729 596 -6746 
-6982 -4184 4749 
-8073 -5499 -685 
-7525 -1249 -8680 
1823 3748 5683 
8405 -7965 5662 
-3335 -5591 -1041 
1150 3777 9278 
973 -7465 1455 
2292 -5376 -4351 
5457 3314 -8897 
14 4955 -3183 
-479 -3644 0 
1648 -8401 4337 
9625 -4434 -1585 
-6725 -1467 3245 
3823 -527 -1194 
-5325 -2189 -1527 
4582 -7168 -1520 
-6254 5081 -101 
6129 2160 3125 
-8330 -5739 7073 
8518 9687 1981 
2500 1030 -5265 
6655 4034 -4875 
-3767 -3248 8565 
-4414 4873 -2551 
-9766 -5285 9622 
-4546 -7692 5495 
7172 -1733 -4387 
-5543 -5924 5851 
-6266 -1862 7765 
-6199 -7348 190 
2557 -2431 -6921 
-7091 9655 -7446 
-3353 -2449 1307 
-6945 9107 9095 
-1105 -591 -8849 
2696 -6669 -1688 
-5543 -5445 4206 
1809 793 -7184 
-8775 -4539 2739 
3884 517 3605 
-5167 7977 -4135 
-4536 -8248 145 
-1566 -9217 5970 
7730 6019 -8613 
1618 1871 -2978 
-3751 6223 1137 
-4303 -7233 4535 
4598 1208 1623 
-9351 5916 -4110 
2727 4504 -3244 
1834 -1323 -5032 
4633 7447 7405 
9185 -1215 -7495 
-9315 -652 7323 
6084 206 -4682 
-1595 9755 -452 
6889 -705 4100 
-1629 -7723 1392 
311 -2819 -2038 
-8418 -6031 -6898 
-6680 4335 3290 
3244 -9123 -8677 
954 -1833 382 
8341 6193 -4116 
-7398 -4190 3361 
-2875 -5482 -5831 
-9182 -7796 3820 
272 -1005 6191 
4233 1950 -6774 
-6419 -3224 -3908 
-6945 7396 8018 
3221 5589 -4817 
-2448 6859 1972 
-8337 2458 6034 
-3311 7052 -6823 
4331 -8231 -4083 
9161 -8716 -8316 
5704 -5033 -6849 
8752 7923 7564 
998 5938 1514 
8014 8025 -8141 
-3209 -5330 1736 
5509 -546 -2359 
4876 4793 4549 
5380 53 -8757 
-7758 -1885 -8946 
-4346 -6536 355 
-5962 -9715 2578 
4479 -8254 1053 
5021 -4292 4406 
9321 -8587 -4726 
-2054 -2759 -9762 
6282 -6888 2735 
1684 8445 3922 
3413 455 -3315 
8744 -170 -7736 
-2466 -2108 1901 
2507 799 415 
4486 -5872 8039 
-3671 1975 1690 
-7546 7440 -808 
5758 -9625 -1506 
-143 4791 -2035 
9149 -5328 -4228 
-7654 -8267 -540 
7082 950 -2867 
-7013 2194 8085 
-2098 -7583 -4698 
6969 2136 2131 
343 4535 -9675 
-1032 -7073 -6592 
-1387 -6307 -6623 
6820 7303 -838 
-8125 1305 8089 
-6602 -1974 -5717 
7141 7168 -1982 
9438 -5257 6411 
-3895 5754 -3902 
3628 294 -5192 
6022 1920 -1365 
9376 -645 5407 
-7368 760 2386 
-2360 -448 1741 
-5577 -3121 9170 
-4612 9555 -8850 
-8493 37 2080 
3039 7 1507 
3354 8408 -9562 
-4052 4187 3139 
-4400 -969 1310 
-8514 9564 3951 
-1306 -8057 -9066 
4287 9298 -7895 
-7688 -1498 1635 
-7128 -9617 -9402 
-1577 5702 5575 
6185 3840 9943 
6828 -877 2574 
-8096 -3845 -5267 
9539 -4947 9716 
-8772 -6996 2123 
5712 -1623 5810 
-3458 -7070 6046 
7055 9605 -5182 
-7188 -5311 -9832 
-2361 9827 4767 
-8512 2985 -589 
1725 -2052 -3125 
3120 1855 5041 
9105 -8822 -7230 
-2900 9897 -932 
-1501 -3188 3210 
9826 -5407 -3995 
-9752 5735 -6396 
6345 4500 9532 
7227 -3839 -9475 
-8597 -7196 -584 
-5608 -6971 -7277 
-257 3434 -6451 
9089 -1949 6472 
-5183 7882 -577 
-6275 5345 5777 
-2976 -5610 -4024 
-2128 3314 -3119 
-1833 -8788 8817 
-2352 2414 7716 
6082 2738 195 
7002 3029 -9556 
-3003 5849 -903 
7555 4440 6111 
-8465 3245 7791 
-3551 8097 6402 
-9589 8916 6843 
-2214 377 7806 
-7641 -8414 -2020 
1295 5013 -9 
-7836 -6684 -9146 
-5295 -9604 5571 
-8362 -8279 -2782 
-1055 8105 1678 
5420 -1021 -8225 
5461 -2501 -841 
6481 5191 4124 
-7670 -1220 -630 
5012 -3183 -9903 
7574 7612 3884 
-7514 -2355 719 
5509 -9213 4542 
-249 6050 8577 
-9889 -4711 9636 
-6743 -2726 447 
4222 -4620 9407 
-7105 3339 3713 
-8566 -7640 8449 
1959 9507 2056 
7796 2860 -3913 
2268 -6428 6479 
-1240 6577 -2566 
9219 4136 -4195 
-2920 -6897 6674 
3893 -6395 -1821 
3130 1069 -3525 
1210 -2559 9176 
6490 7910 8037 
-6045 -8647 -6397 
-1712 -7444 1249 
8420 8555 -8090 
-6278 8759 -7008 
1418 -5359 4712 
-5555 3377 5798 
-5920 6409 9585 
6824 -4312 9040 
-8360 7048 8861 
-3065 2553 -3109 
-7229 -2647 2308 
-74 -6113 -636 
6564 6232 -9782 
5474 -9571 6278 
-1056 -2520 9673 
-2988 2321 -3659 
2091 1550 2553 
169 7966 5930 
2408 3971 -8865 
-943 -7895 5947 
-3370 -8212 8451 
9091 -7557 3183 
1534 -331 -3833 
3423 959 7120 
-2063 7356 -2862 
7912 6982 -2680 
-4025 -4338 6459 
-2593 776 -935 
2001 2834 374 
1349 1572 -7234 
5735 3029 131 
-4091 6208 2299 
-6968 -4876 -938 
-2600 -5862 277 
-7060 1591 1277 
-1718 5182 -5284 
1800 7753 8893 
-8241 -3091 6315 
4383 1392 3619 
660 -559 3087 
7809 -3483 386 
3679 6487 2535 
-6720 9283 -7463 
-6901 7465 -1007 
-7260 4403 -9193 
6014 -2602 7548 
-6161 -8068 -6227 
7531 2493 -7212 
-1499 -3681 5193 
9672 5370 6826 
-949 2430 8126 
-366 -1122 7107 
5926 -6267 -2659 
9259 -9241 3855 
-953 -6405 -2926 
423 -7488 -4928 
2981 337 -242 
-5819 7229 8775 
1082 553 -2682 
7516 -5472 500 
820 9477 5715 
471 -7784 7987 
4196 -1548 -3168 
8252 4719 8028 
2553 -2800 -6756 
-9356 -9662 -8773 
-8432 -2547 7262 
2011 6682 6851 
-1386 5285 -2490 
-7225 -3090 9938 
9394 -3016 9435 
-9752 4676 4773 
-6435 2291 3806 
4321 -4610 8845 
3987 2670 1211 
9401 8413 -6948 
1127 -7046 -5327 
8146 9335 -6575 
-5940 1217 1328 
-193 -1862 -8940 
-5912 4127 -5889 
4122 7304 4560 
7431 -1173 -2670 
-1506 -427 -4636 
-2343 -7815 -9773 
-2215 -916 5322 
4480 -5351 -972 
-7426 -559 -5133 
7920 3934 4172 
4355 4227 -1792 
3408 5248 -7592 
5041 1679 8547 
3766 -7399 -4285 
1721 1086 -9661 
-1338 74 -6916 
7680 4550 3350 
-9504 -914 8598 
-642 -1149 -5739 
8278 8562 -56 
8068 8492 3092 
8183 -4051 5606 
-5616 -9810 -983 
3018 -7562 3885 
2844 -223 -8744 
3675 5590 9806 
1784 5984 -2033 
2351 -7642 4425 
4939 9469 9937 
1323 1927 -807 
-9976 8352 1292 
-100 5851 7923 
-2663 -8762 -4183 
9435 -4474 8306 
-9548 -8454 -2130 
1807 -9646 2192 
-5799 2786 4205 
-4373 -6059 5431 
-1366 5421 -5967 
1043 3989 -5837 
7749 1722 -7936 
-4932 -2538 -2366 
-6451 3966 9865 
-6717 -9277 -408 
9990 -6875 5703 
7430 2957 -9387 
-9011 -3729 3105 
9939 -6026 -5890 
6214 743 7058 
1849 -996 -6479 
-7871 6612 614 
-1499 5752 4979 
5839 5334 6697 
-7482 -6408 -9939 
-7577 -4262 -7719 
-4398 -7248 8967 
3962 5486 -3073 
3346 -2044 -9241 
-850 -7630 -2064 
-8830 -390 9474 
-5991 8842 -5117 
6927 -8998 9915 
-4221 3003 7574 
8987 -7626 7968 
9571 7966 -5894 
3923 369 5409 
3852 9932 51 
3094 4178 -1580 
5273 -9941 8693 
5523 -9030 4779 
4457 -3601 -8326 
9461 8001 8704 
-6549 -7161 -4095 
-9164 -5072 -9032 
-7343 -990 3808 
-9304 -8733 -7172 
4487 4152 -475 
-7857 315 7927 
-3413 4377 -1176 
7738 -4818 -4146 
-5859 -5702 -329 
-3383 7582 7891 
55 -2476 -6889 
901 -9865 -2475 
-2014 -7764 -2422 
-4210 -3035 -7828 
2193 -8808 -4415 
-2256 7009 -4806 
244 -2583 -7709 
-6042 5159 8153 
6790 8998 4812 
-1646 -2813 -8931 
-5113 319 2726 
9908 4150 9442 
6237 -9242 -22 
8982 7794 2506 
-7911 -678 -5519 
-9096 -9509 -3050 
6229 -217 -693 
5547 -6959 3013 
1993 -1140 2576 
6327 -1631 -820 
-2563 4171 3921 
-8764 1703 6781 
-9400 -6943 -7634 
7189 -2096 -4396 
-2674 -474 -8795 
-3314 -794 -5134 
9145 9197 2889 
-3185 9663 4192 
-8715 8908 -9081 
8352 -3646 -1716 
-3864 6915 -9560 
7265 -6149 8727 
3764 8290 6601 
2774 -1158 -9857 
6064 9630 1228 
-5283 -9611 6478 
2927 -882 -9636 
5988 8399 4928 
7698 -348 2888 
-4844 -5915 -7255 
5436 -7694 -7221 
1768 4266 -805 
-581 4147 9076 
-2435 -2667 4203 
8548 -8255 1287 
4498 -1069 784 
7961 -3371 -5557 
-5391 9695 1604 
-576 -78 6718 
-6177 9319 -111 
-2581 -6642 3068 
-2115 9805 -791 
-5473 -3036 -5522 
-9507 1969 -1848 
9505 3541 1381 
-5991 -2844 3317 
2329 1492 9215 
-3116 -3502 -2754 
4688 4258 -8795 
1611 -5767 -7469 
5181 -34 8074 
-813 1964 5078 
3899 -6608 -7576 
9139 7761 3299 
-9683 5521 6879 
-8675 2405 -1158 
-8903 -4138 6725 
7430 -7989 -7093 
-1556 -7714 -8850 
-5594 172 1499 
-7206 6755 -2626 
-4364 5061 -7225 
-2735 -2685 742 
450 59 3996 
-2037 -3766 -7990 
-8319 -6851 -5091 
-3470 5247 -186 
113 7798 -6763 
2401 -365 -8917 
-6425 6187 9436 
-7398 -3478 9927 
3325 -6057 -3756 
2419 615 1524 
754 -4264 -6341 
-9677 -9235 -3733 
-6591 -2422 4271 
9164 3286 6512 
-8948 2992 -9410 
-3663 -7957 9684 
7533 4658 -8341 
-4723 3763 -3755 
-5943 4584 3550 
9179 2130 -4042 
-9969 7285 -480 
5797 -2968 -5704 
2712 9040 -1421 
-433 7894 992 
-9264 6470 -577 
5341 -8081 8151 
3988 1558 -7460 
-3334 -1113 1005 
4311 -7841 -1473 
-2832 -3810 3701 
9437 -7383 -9090 
4429 -4451 -1478 
7505 -9934 -403 
-9560 -7478 -572 
6478 179 -5557 
4733 1795 -4744 
-6680 -1334 3407 
-6163 1830 1394 
-1893 1173 -6303 
3217 7024 4054 
7569 -5405 -3477 
3566 -1918 8914 
6573 -177 8168 
3062 -9950 2376 
-1746 3863 6322 
8048 7372 6965 
-3557 897 -2100 
-9851 -8691 831 
2782 -1052 4697 
3961 -4896 -3501 
-4978 4115 -6756 
-6158 3405 -9016 
7471 801 6551 
178 -2820 -8318 
1235 -1348 3145 
-9682 2873 2309 
-4311 -1672 -1602 
2974 -6178 1081 
1324 3126 5561 
-7351 -5814 -7197 
-6218 3356 6077 
1091 -3869 -1106 
8140 -9540 -218 
-407 3873 -7024 
-6398 -7506 -1973 
8094 1322 9421 
8322 8421 4535 
802 785 -1648 
-9570 3057 -2080 
-1183 -7700 -8532 
2269 5556 -9954 
4425 9547 -5664 
4418 -8578 -9879 
852 -9854 -2993 
4454 5830 4158 
-294 7989 -127 
-7042 4117 2 
5389 4171 -5824 
3014 -2314 6696 
-5904 -5897 -7773 
-5478 -7556 2805 
8663 7637 7993 
6071 -770 3925 
-2487 -1785 -2094 
-3748 -7570 -534 
4415 -5454 9707 
-8681 -8173 3812 
-147 7084 7668 
3860 2440 7183 
1390 -3292 4088 
8459 564 -3259 
6780 8501 -1398 
4663 -9175 4170 
-8278 -2663 5527 
-7531 -2386 3991 
5451 -5341 -1664 
5582 -6626 -9120 
3068 -5360 5552 
-3782 -2536 4931 
9553 3767 5960 
-335 -8975 8175 
-7188 -7665 465 
-9114 -4252 -5025 
9926 2021 -9691 
9280 -1674 8833 
3050 -9867 2001 
-6532 8899 -2915 
-8578 6049 -905 
-386 -3096 6340 
4592 -9932 -6738 
-1817 2885 5645 
7764 4645 -951 
5189 401 -2761 
-6994 9785 5468 
9175 2290 5347 
-6064 8972 -6579 
-7988 -2096 -5439 
-9087 2758 -5789 
9285 8089 9421 
-7419 -8893 9852 
-885 -7323 -3019 
2974 2968 -6764 
-738 -2090 9562 
-1052 2762 -2460 
-5471 -2600 3357 
-7200 -2956 -4762 
811 8782 4594 
-9239 -3602 5478 
-9666 -9850 -2997 
5385 -5097 852 
2113 8897 1042 
7046 -6030 7788 
5933 -668 -1476 
3858 -408 -1565 
2560 -4778 -7595 
5052 -2022 -7654 
-3940 -196 2283 
-7180 -446 -5089 
-974 -4419 2738 
-6408 5449 -3020 
-9281 5507 7380 
-543 271 -8675 
-6825 -1363 6395 
-5889 901 8318 
-8470 1023 -7861 
7857 8431 4325 
-1548 -6763 -5838 
8927 4482 -4383 
3640 -7857 6229 
4206 -9642 4837 
-5973 788 9938 
-7595 -6823 3623 
-4696 5122 -6608 
8366 -5313 -1848 
6996 -4048 -7936 
6067 -305 -2118 
-287 6661 6504 
-2363 -5977 -1488 
4540 -1610 -4067 
-2262 -7960 135 
-9157 -2661 4352 
-6313 -4602 -101 
9650 -6039 4410 
7846 -6479 -8596 
6232 -1909 -1349 
-6453 5923 7859 
-6254 -774 3502 
-8515 2202 4783 
-2683 203 -2379 
-4472 7516 2659 
7556 2710 2391 
-1887 561 4135 
-7447 -2404 1121 
-2032 -7351 1028 
-537 -9629 7645 
8189 5681 1430 
7102 4854 6803 
-5477 -1608 2765 
4278 174 -7197 
-2694 -3679 7959 
1110 1259 3816 
-1915 -1522 7812 
-8172 1488 1071 
-3190 -6303 -328 
9970 1463 3456 
891 -7367 2236 
182 1071 8012 
-5612 4667 7648 
-6990 -2036 9206 
3353 -1376 4695 
3651 -4208 770 
6037 8704 8145 
8230 -6038 4789 
-4009 8470 -6566 
-1269 -3301 -9556 
152 9680 -5124 
5263 -4222 -9507 
-6073 -3803 4396 
6890 -3599 -6465 
1672 -4632 -3302 
2089 -9463 -1579 
-6926 2878 999 
1589 -7330 3696 
-1758 -5061 -4810 
-7638 1454 -7260 
9513 3147 4994 
2233 -3358 -5435 
5097 -8467 -8585 
7738 5022 2083 
1076 5521 582 
-6934 649 -8858 
8571 9377 2720 
-7801 -9456 2887 
-2677 -3839 -2955 
-3158 9403 -8459 
-2889 -2267 4181 
9231 -675 3751 
-4294 -8292 2044 
9395 7911 1100 
7218 -980 2933 
880 6837 -5599 
-1162 -874 -1770 
-7329 -7314 -9839 
-5933 -6949 3367 
-4095 5437 -387 
9285 2396 6874 
3721 -7717 8619 
9184 -4544 3070 
6708 -4409 -8472 
2780 -9597 4238 
4561 -3195 -1593 
-33 -3072 -6030 
1484 2751 -9213 
-7341 -744 6644 
-4665 -1160 -7466 
-2174 -3795 -1710 
-7897 2426 7850 
-4698 -4623 -7126 
7654 -6585 2175 
-1658 -2925 -922 
-3170 3945 -470 
7662 4199 -876 
-9574 5 7860 
-3744 -5675 8717 
-4708 9788 -5253 
477 5283 455 
-2155 1597 7129 
-5012 -7769 3104 
-9127 3611 -9464 
-5453 -5253 -3798 
-8610 -2980 -4312 
-4717 -6220 1996 
9311 -7625 -444 
-290 8322 9990 
9253 -4774 4679 
-9240 8689 -3992 
5304 -3107 -3737 
-8298 -7596 -247 
5933 3265 9247 
2252 2030 3536 
-4103 2957 -5743 
-1535 -6816 -304 
2566 1121 -3960 
-4914 5818 4954 
4884 7555 -2176 
9528 906 -121 
9511 3161 -8341 
6368 6205 -5365 
-8626 6541 -6187 
6821 4503 7397 
924 -1543 2458 
-9892 5356 -9277 
7398 5949 1086 
4319 9334 -4799 
7152 3352 -4136 
7367 152 7570 
3118 -9997 6383 
-8109 -174 6753 
-9591 -8858 8374 
5690 -5164 -9429 
7070 2572 -7740 
-2740 1131 3414 
-9822 -9221 8978 
8671 -2884 2532 
-4511 8109 7351 
6279 -1130 6944 
5867 -3496 5616 
5740 5036 -7418 
-5768 -9034 6932 
-3647 -2829 6261 
-8513 4143 -2178 
3946 3324 9171 
-3399 -7364 -1364 
-6981 -594 -682 
-900 -8836 -7018 
-4594 -1762 -7211 
9478 2893 -6459 
8256 7253 1686 
8962 -8673 -4700 
-4640 4691 3818 
1659 -9812 2986 
2606 9795 9411 
4378 2649 -5939 
-1353 -1022 1643 
-6126 -449 3486 
-5130 -9505 1130 
9487 -9538 -2738 
3095 7542 -6449 
1607 -430 -1009 
3811 5072 5545 
3084 6522 -675 
-7367 6960 -2427 
3688 9686 4964 
-4205 9890 -1615 
-2727 -1421 -6110 
3995 4432 -2625 
-1573 -1129 -6457 
-8854 -8907 2075 
7570 -7483 3811 
-3100 3963 -7573 
-1673 3306 9289 
-3765 8534 1814 
3377 612 6518 
-9081 -4556 -1614 
6244 -8828 -6177 
-9710 1890 -6408 
4958 2187 -3594 
-2168 7490 -6418 
2910 3840 7896 
-2530 -8234 -8573 
-7555 -711 -1015 
5566 2393 192 
332 6359 1963 
5801 428 -2166 
-6011 -7163 -9362 
-6783 -5160 -9043 
4028 9771 -9055 
-4940 -755 4085 
2522 -3014 31 
-1498 -4990 21 
3239 9591 -95 
-447 3698 -785 
7437 579 -9085 
5742 -2328 9975 
-8324 -3505 -4291 
-9556 -3314 286 
-9022 3204 -9700 
4575 -5472 293 
-2699 1857 -2368 
5423 -8018 -4594 
-5233 8346 -3887 
426 -9582 4679 
-4542 3538 -18 
-1248 2985 9239 
4313 -8912 -3885 
-1234 -3788 -4731 
9759 -2296 -1662 
-5807 -9722 8297 
2896 3879 -6728 
-9432 -1218 1231 
-7858 1042 -268 
1874 -4761 3493 
4313 -8120 -9720 
-6124 377 7487 
9238 3079 7855 
7276 -2203 9571 
-8065 6414 6414 
8551 1659 9070 
1391 1024 7369 
7372 193 5599 
-3306 -3678 9157 
1528 7146 -3474 
7530 -8341 7795 
3048 -4686 -2698 
-2509 -2380 -9674 
-113 4818 -7150 
1512 -8766 5761 
9885 -7601 -1683 
-2627 -5499 9117 
507 -9926 8105 
4891 1092 -6663 
8683 7426 -2360 
-7472 -9592 -3899 
4378 9412 2570 
-132 549 5573 
-5493 8223 -7360 
8234 -6851 9077 
-2084 -2786 -720 
9240 -1051 283 
-9032 4905 2562 
-9161 -4076 -8579 
-2632 2524 7525 
-3384 4979 -3491 
2656 7127 -4206 
8411 -8882 -46 
-7822 -4226 5889 
5016 -4753 1665 
6770 6722 -3756 
-7563 4409 -8134 
960 -7359 -5577 
22 -3928 -1077 
8798 -5557 -3397 
-2424 -3190 3231 
-1189 -9116 -5637 
9229 181 -9633 
4677 9414 896 
9557 -7836 -5413 
3057 -4874 -2145 
-1128 -980 -1858 
-4492 962 -2439 
-1249 9109 3834 
-8864 -5723 -8450 
-2753 -3168 8680 
8874 4284 2780 
-5628 4228 7686 
8015 -4987 3489 
8320 -7809 -2043 
-3408 231 4803 
-1779 -5163 4522 
3324 2812 -4037 
-9536 -5822 8428 
6669 7910 -3986 
-4976 -2613 -9801 
8092 -9813 -4008 
-7359 7255 7213 
-5775 -3641 -5120 
-300 5472 -9506 
8762 -7253 -7210 
-5730 -4388 1215 
-5294 -2601 -695 
9773 -8305 -706 
-2785 2660 6028 
236 4353 6272 
-9388 -1852 4500 
261 -4466 -6060 
-9794 -3845 -738 
4002 4126 2994 
1346 9313 -894 
-4180 8312 -3574 
